File Path,Timestamp,Info
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.64s           2023-11-25T18:20:32,2023-11-25T18:20:53.870+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.66s           2023-11-25T18:21:03,2023-11-25T18:21:34.127+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.48s           2023-11-25T18:21:34,2023-11-25T18:21:54.299+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.57s           2023-11-25T18:22:05,2023-11-25T18:22:34.545+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.48s           2023-11-25T18:22:37,2023-11-25T18:22:54.695+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.94s           2023-11-25T18:23:08,2023-11-25T18:23:34.852+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.73s           2023-11-25T18:23:39,2023-11-25T18:23:55.003+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.45s           2023-11-25T18:24:10,2023-11-25T18:24:35.262+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.75s           2023-11-25T18:24:42,2023-11-25T18:24:55.432+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.51s           2023-11-25T18:25:13,2023-11-25T18:25:35.691+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.62s           2023-11-25T18:25:44,2023-11-25T18:25:55.840+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.81s           2023-11-25T18:26:15,2023-11-25T18:26:36.067+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py   2777  0.01s             0           1  0.81s           2023-11-25T18:26:15,2023-11-25T18:26:56.243+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.51s           2023-11-25T18:26:46,2023-11-25T18:27:36.513+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.62s           2023-11-25T18:27:17,2023-11-25T18:27:56.675+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.50s           2023-11-25T18:27:49,2023-11-25T18:28:36.928+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  1.25s           2023-11-25T18:28:21,2023-11-25T18:28:57.143+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.64s           2023-11-25T18:28:51,2023-11-25T18:29:37.482+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.52s           2023-11-25T18:29:22,2023-11-25T18:29:57.659+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.47s           2023-11-25T18:29:54,2023-11-25T18:30:37.915+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.73s           2023-11-25T18:30:25,2023-11-25T18:30:58.071+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.60s           2023-11-25T18:30:56,2023-11-25T18:31:38.316+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.61s           2023-11-25T18:31:27,2023-11-25T18:31:58.420+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.52s           2023-11-25T18:31:58,2023-11-25T18:32:38.727+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.51s           2023-11-25T18:32:30,2023-11-25T18:32:58.841+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.46s           2023-11-25T18:33:01,2023-11-25T18:33:39.107+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.60s           2023-11-25T18:33:32,2023-11-25T18:33:59.212+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  1.04s           2023-11-25T18:34:04,2023-11-25T18:34:39.478+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.47s           2023-11-25T18:34:34,2023-11-25T18:34:59.592+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.52s           2023-11-25T18:35:06,2023-11-25T18:35:39.881+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.46s           2023-11-25T18:35:37,2023-11-25T18:35:59.992+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  1.07s           2023-11-25T18:36:09,2023-11-25T18:36:40.321+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.57s           2023-11-25T18:36:39,2023-11-25T18:37:00.457+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.50s           2023-11-25T18:37:11,2023-11-25T18:37:40.744+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.57s           2023-11-25T18:37:42,2023-11-25T18:38:00.960+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.53s           2023-11-25T18:38:13,2023-11-25T18:38:41.214+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.60s           2023-11-25T18:38:44,2023-11-25T18:39:01.363+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.53s           2023-11-25T18:39:15,2023-11-25T18:39:41.627+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.47s           2023-11-25T18:39:47,2023-11-25T18:40:01.827+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.82s           2023-11-25T18:40:18,2023-11-25T18:40:42.059+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.46s           2023-11-25T18:40:49,2023-11-25T18:41:02.217+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.61s           2023-11-25T18:41:20,2023-11-25T18:41:42.445+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.70s           2023-11-25T18:41:52,2023-11-25T18:42:02.574+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py   3688  0.01s             0           1  0.70s           2023-11-25T18:41:52,2023-11-25T18:42:42.863+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.66s           2023-11-25T18:42:23,2023-11-25T18:43:03.015+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.49s           2023-11-25T18:42:54,2023-11-25T18:43:43.267+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.75s           2023-11-25T18:43:25,2023-11-25T18:44:03.411+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.62s           2023-11-25T18:43:56,2023-11-25T18:44:43.663+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.51s           2023-11-25T18:44:28,2023-11-25T18:45:03.833+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.79s           2023-11-25T18:44:59,2023-11-25T18:45:44.088+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.48s           2023-11-25T18:45:30,2023-11-25T18:46:04.260+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.47s           2023-11-25T18:46:01,2023-11-25T18:46:44.505+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.67s           2023-11-25T18:46:33,2023-11-25T18:47:04.675+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.63s           2023-11-25T18:47:04,2023-11-25T18:47:44.918+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.46s           2023-11-25T18:47:35,2023-11-25T18:48:05.023+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.47s           2023-11-25T18:48:06,2023-11-25T18:48:45.297+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.68s           2023-11-25T18:48:37,2023-11-25T18:49:05.403+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.71s           2023-11-25T18:49:09,2023-11-25T18:49:45.685+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.50s           2023-11-25T18:49:40,2023-11-25T18:50:05.802+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.59s           2023-11-25T18:50:11,2023-11-25T18:50:46.191+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.51s           2023-11-25T18:50:42,2023-11-25T18:51:06.298+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.52s           2023-11-25T18:51:13,2023-11-25T18:51:46.598+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.70s           2023-11-25T18:51:45,2023-11-25T18:52:06.709+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.53s           2023-11-25T18:52:16,2023-11-25T18:52:46.969+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.46s           2023-11-25T18:52:47,2023-11-25T18:53:07.112+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.73s           2023-11-25T18:53:18,2023-11-25T18:53:47.355+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.54s           2023-11-25T18:53:49,2023-11-25T18:54:07.519+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.61s           2023-11-25T18:54:21,2023-11-25T18:54:47.778+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.50s           2023-11-25T18:54:52,2023-11-25T18:55:07.922+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.49s           2023-11-25T18:55:23,2023-11-25T18:55:48.158+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.51s           2023-11-25T18:55:54,2023-11-25T18:56:08.682+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.50s           2023-11-25T18:56:24,2023-11-25T18:56:28.689+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.53s           2023-11-25T18:56:55,2023-11-25T18:57:09.463+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  1.01s           2023-11-25T18:57:27,2023-11-25T18:57:29.586+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.48s           2023-11-25T18:57:58,2023-11-25T18:58:09.827+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py   4639  0.00s             0           1  0.48s           2023-11-25T18:57:58,2023-11-25T18:58:29.944+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.49s           2023-11-25T18:58:29,2023-11-25T18:59:10.213+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.49s           2023-11-25T18:59:00,2023-11-25T18:59:30.315+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.51s           2023-11-25T18:59:31,2023-11-25T19:00:10.654+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.74s           2023-11-25T19:00:03,2023-11-25T19:00:30.739+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.47s           2023-11-25T19:00:34,2023-11-25T19:01:11.161+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.49s           2023-11-25T19:01:05,2023-11-25T19:01:31.255+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.73s           2023-11-25T19:01:37,2023-11-25T19:02:11.596+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.66s           2023-11-25T19:02:08,2023-11-25T19:02:31.687+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.59s           2023-11-25T19:02:39,2023-11-25T19:03:12.036+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.48s           2023-11-25T19:03:10,2023-11-25T19:03:32.128+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.54s           2023-11-25T19:03:41,2023-11-25T19:04:12.407+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.69s           2023-11-25T19:04:13,2023-11-25T19:04:32.556+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.66s           2023-11-25T19:04:44,2023-11-25T19:05:12.838+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.64s           2023-11-25T19:05:15,2023-11-25T19:05:32.979+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.46s           2023-11-25T19:05:46,2023-11-25T19:06:13.240+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.51s           2023-11-25T19:06:17,2023-11-25T19:06:33.385+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.57s           2023-11-25T19:06:49,2023-11-25T19:07:13.674+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.58s           2023-11-25T19:07:20,2023-11-25T19:07:33.800+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.61s           2023-11-25T19:07:51,2023-11-25T19:08:14.048+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.55s           2023-11-25T19:08:22,2023-11-25T19:08:34.165+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.55s           2023-11-25T19:08:53,2023-11-25T19:09:14.401+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.51s           2023-11-25T19:09:24,2023-11-25T19:09:34.527+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.58s           2023-11-25T19:09:56,2023-11-25T19:10:14.795+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.84s           2023-11-25T19:10:27,2023-11-25T19:10:34.922+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.64s           2023-11-25T19:10:58,2023-11-25T19:11:15.146+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.48s           2023-11-25T19:11:29,2023-11-25T19:11:35.268+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.71s           2023-11-25T19:12:01,2023-11-25T19:12:15.541+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.90s           2023-11-25T19:12:32,2023-11-25T19:12:35.568+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.64s           2023-11-25T19:13:03,2023-11-25T19:13:15.797+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.47s           2023-11-25T19:13:34,2023-11-25T19:13:35.925+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py   5582  0.01s             0           1  0.47s           2023-11-25T19:13:34,2023-11-25T19:14:16.168+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.54s           2023-11-25T19:14:05,2023-11-25T19:14:36.262+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.49s           2023-11-25T19:14:36,2023-11-25T19:15:16.571+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.63s           2023-11-25T19:15:08,2023-11-25T19:15:36.667+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.73s           2023-11-25T19:15:39,2023-11-25T19:16:17.011+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.47s           2023-11-25T19:16:10,2023-11-25T19:16:37.113+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.52s           2023-11-25T19:16:41,2023-11-25T19:17:17.464+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.67s           2023-11-25T19:17:13,2023-11-25T19:17:37.548+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.59s           2023-11-25T19:17:44,2023-11-25T19:18:17.902+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.75s           2023-11-25T19:18:15,2023-11-25T19:18:37.989+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.69s           2023-11-25T19:18:46,2023-11-25T19:19:18.338+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.49s           2023-11-25T19:19:17,2023-11-25T19:19:38.455+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.53s           2023-11-25T19:19:49,2023-11-25T19:20:18.738+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.64s           2023-11-25T19:20:20,2023-11-25T19:20:38.875+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.60s           2023-11-25T19:20:51,2023-11-25T19:21:19.156+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.71s           2023-11-25T19:21:22,2023-11-25T19:21:39.276+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.56s           2023-11-25T19:21:53,2023-11-25T19:22:19.544+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.48s           2023-11-25T19:22:25,2023-11-25T19:22:39.672+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.66s           2023-11-25T19:22:56,2023-11-25T19:23:19.925+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.99s           2023-11-25T19:23:27,2023-11-25T19:23:40.029+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.47s           2023-11-25T19:23:58,2023-11-25T19:24:20.324+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.54s           2023-11-25T19:24:29,2023-11-25T19:24:40.470+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.47s           2023-11-25T19:25:01,2023-11-25T19:25:20.711+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  1.28s           2023-11-25T19:25:33,2023-11-25T19:25:40.844+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.49s           2023-11-25T19:26:04,2023-11-25T19:26:21.087+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.46s           2023-11-25T19:26:35,2023-11-25T19:26:41.211+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.46s           2023-11-25T19:27:06,2023-11-25T19:27:21.485+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.83s           2023-11-25T19:27:38,2023-11-25T19:27:41.644+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.58s           2023-11-25T19:28:09,2023-11-25T19:28:21.889+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.47s           2023-11-25T19:28:40,2023-11-25T19:28:42.021+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py   6467  0.00s             0           1  0.47s           2023-11-25T19:28:40,2023-11-25T19:29:22.251+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.59s           2023-11-25T19:29:11,2023-11-25T19:29:42.355+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.79s           2023-11-25T19:29:43,2023-11-25T19:30:22.665+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.59s           2023-11-25T19:30:14,2023-11-25T19:30:42.790+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.60s           2023-11-25T19:30:45,2023-11-25T19:31:23.128+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.46s           2023-11-25T19:31:16,2023-11-25T19:31:43.231+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.69s           2023-11-25T19:31:47,2023-11-25T19:32:23.577+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.50s           2023-11-25T19:32:18,2023-11-25T19:32:43.674+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.65s           2023-11-25T19:32:50,2023-11-25T19:33:24.046+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.60s           2023-11-25T19:33:21,2023-11-25T19:33:44.149+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.54s           2023-11-25T19:33:52,2023-11-25T19:34:24.495+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.49s           2023-11-25T19:34:23,2023-11-25T19:34:44.592+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.49s           2023-11-25T19:34:55,2023-11-25T19:35:24.887+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.58s           2023-11-25T19:35:26,2023-11-25T19:35:45.033+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.61s           2023-11-25T19:35:57,2023-11-25T19:36:25.352+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.61s           2023-11-25T19:36:28,2023-11-25T19:36:45.496+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.54s           2023-11-25T19:37:00,2023-11-25T19:37:25.769+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.45s           2023-11-25T19:37:31,2023-11-25T19:37:45.895+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.87s           2023-11-25T19:38:02,2023-11-25T19:38:26.162+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  1.03s           2023-11-25T19:38:34,2023-11-25T19:38:46.292+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.51s           2023-11-25T19:39:04,2023-11-25T19:39:26.686+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.48s           2023-11-25T19:39:36,2023-11-25T19:39:46.869+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.52s           2023-11-25T19:40:07,2023-11-25T19:40:27.109+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.88s           2023-11-25T19:40:39,2023-11-25T19:40:47.233+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.57s           2023-11-25T19:41:09,2023-11-25T19:41:27.459+0000,Searching for files in /opt/airflow/dags
/opt/airflow/dags/__pycache__/get_dags_inventary.py                           0           1  0.47s           2023-11-25T19:41:41,2023-11-25T19:41:47.597+0000,Searching for files in /opt/airflow/dags
